Record_Hour,NMHC(GT),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Month,DateOfMonth,Weekday,Weekend,dNMHC,dNOx,dNO2
8.0,1084.0,302.0,494.0,129.0,2560.0,1806.0,16.2,52.5,0.9576,4,6,1,0,308.0,46.0,4.0
9.0,776.0,256.0,588.0,125.0,2096.0,1604.0,18.4,46.3,0.9734,4,6,1,0,306.0,74.0,18.0
10.0,470.0,182.0,707.0,107.0,1823.0,1288.0,19.6,41.8,0.9407,4,6,1,0,301.0,77.0,29.0
11.0,169.0,105.0,881.0,78.0,1580.0,931.0,20.2,40.1,0.937,4,6,1,0,--135.0,--31.0,--13.0
12.0,304.0,136.0,715.0,91.0,1818.0,1162.0,20.9,36.6,0.8939,4,6,1,0,--101.0,--31.0,--25.0
13.0,405.0,167.0,755.0,116.0,1704.0,1064.0,20.4,34.7,0.8229,4,6,1,0,108.0,1.0,--15.0
14.0,297.0,166.0,811.0,131.0,1630.0,913.0,19.3,35.4,0.7813,4,6,1,0,77.0,51.0,18.0
15.0,220.0,115.0,872.0,113.0,1519.0,684.0,18.6,36.9,0.7829,4,6,1,0,--6.0,6.0,15.0
16.0,226.0,109.0,849.0,98.0,1590.0,710.0,18.8,36.8,0.7883,4,6,1,0,--230.0,--34.0,--18.0
17.0,456.0,143.0,760.0,116.0,1716.0,923.0,17.5,40.6,0.8068,4,6,1,0,--14.0,--16.0,--4.0
18.0,470.0,159.0,728.0,120.0,1776.0,1006.0,16.8,44.3,0.8428,4,6,1,0,--33.0,--22.0,--6.0
19.0,503.0,181.0,726.0,126.0,1784.0,1083.0,16.3,47.7,0.8746,4,6,1,0,44.0,3.0,0.0
20.0,459.0,178.0,724.0,126.0,1807.0,1161.0,15.6,50.7,0.8947,4,6,1,0,232.0,87.0,36.0
21.0,227.0,91.0,896.0,90.0,1527.0,800.0,15.7,49.4,0.8768,4,6,1,0,75.0,15.0,9.0
22.0,152.0,76.0,996.0,81.0,1458.0,647.0,15.8,48.6,0.8653,4,6,1,0,58.0,10.0,7.0
23.0,94.0,66.0,1053.0,74.0,1393.0,649.0,15.7,47.0,0.8325,4,6,1,0,1.0,10.0,7.0
0.0,93.0,56.0,1127.0,67.0,1352.0,575.0,15.7,45.9,0.8121,4,7,2,0,44.0,21.0,21.0
1.0,49.0,35.0,1308.0,46.0,1271.0,455.0,15.6,44.9,0.792,4,7,2,0,19.0,14.0,16.0
2.0,30.0,21.0,1475.0,30.0,1214.0,392.0,15.6,44.4,0.7827,4,7,2,0,0.0,0.0,0.0
3.0,30.0,0.0,1749.0,0.0,1154.0,340.0,16.1,42.4,0.7718,4,7,2,0,0.0,0.0,0.0
4.0,30.0,12.0,1826.0,19.0,1166.0,320.0,15.7,45.4,0.8063,4,7,2,0,--2.0,--10.0,--13.0
5.0,32.0,22.0,1705.0,32.0,1200.0,331.0,15.3,50.1,0.8617,4,7,2,0,--27.0,--33.0,--29.0
6.0,59.0,55.0,1257.0,61.0,1398.0,426.0,14.2,58.6,0.9443,4,7,2,0,--218.0,--97.0,--50.0
7.0,277.0,152.0,777.0,111.0,1769.0,830.0,14.3,58.2,0.9431,4,7,2,0,--177.0,--1.0,9.0
8.0,454.0,153.0,716.0,102.0,1821.0,1006.0,15.0,52.0,0.8817,4,7,2,0,243.0,1.0,--14.0
9.0,211.0,152.0,865.0,116.0,1576.0,820.0,13.6,61.4,0.9519,4,7,2,0,15.0,40.0,20.0
10.0,196.0,112.0,911.0,96.0,1554.0,737.0,16.1,53.1,0.9675,4,7,2,0,86.0,--7.0,--1.0
11.0,110.0,119.0,991.0,97.0,1448.0,790.0,16.6,44.3,0.8294,4,7,2,0,--54.0,--3.0,--13.0
12.0,164.0,122.0,937.0,110.0,1474.0,760.0,17.4,40.3,0.7922,4,7,2,0,13.0,7.0,7.0
13.0,151.0,115.0,883.0,103.0,1604.0,767.0,18.1,42.2,0.8679,4,7,2,0,39.0,31.0,24.0
14.0,112.0,84.0,1030.0,79.0,1426.0,626.0,14.4,51.8,0.8433,4,7,2,0,--5.0,--62.0,--25.0
15.0,117.0,146.0,927.0,104.0,1552.0,776.0,10.9,76.4,0.9953,4,7,2,0,--3.0,81.0,35.0
16.0,120.0,65.0,1038.0,69.0,1421.0,589.0,16.4,47.7,0.8819,4,7,2,0,--131.0,--55.0,--27.0
17.0,251.0,120.0,847.0,96.0,1623.0,872.0,18.0,37.1,0.7598,4,7,2,0,--184.0,--65.0,--25.0
18.0,435.0,185.0,799.0,121.0,1700.0,996.0,14.7,48.7,0.8089,4,7,2,0,90.0,28.0,--8.0
19.0,345.0,157.0,774.0,129.0,1748.0,1033.0,11.3,71.3,0.9514,4,7,2,0,2.0,--17.0,13.0
20.0,343.0,174.0,876.0,116.0,1632.0,982.0,10.0,74.0,0.9087,4,7,2,0,281.0,112.0,45.0
21.0,62.0,62.0,1235.0,71.0,1282.0,518.0,9.8,71.8,0.8702,4,7,2,0,--8.0,--19.0,--14.0
22.0,70.0,81.0,1153.0,85.0,1391.0,631.0,9.3,75.2,0.8796,4,7,2,0,--44.0,--37.0,--16.0
23.0,114.0,118.0,957.0,101.0,1510.0,879.0,9.6,76.0,0.9088,4,7,2,0,26.0,23.0,4.0
0.0,88.0,95.0,1074.0,97.0,1398.0,839.0,9.3,75.0,0.8799,4,8,3,0,--7.0,11.0,8.0
1.0,95.0,84.0,1016.0,89.0,1455.0,876.0,9.0,76.7,0.8825,4,8,3,0,12.0,28.0,17.0
2.0,83.0,56.0,1087.0,72.0,1383.0,827.0,8.2,79.6,0.8672,4,8,3,0,20.0,0.0,0.0
3.0,63.0,0.0,1183.0,0.0,1338.0,781.0,7.6,80.6,0.8437,4,8,3,0,25.0,0.0,0.0
4.0,38.0,43.0,1366.0,57.0,1263.0,699.0,8.3,75.6,0.8302,4,8,3,0,--30.0,--26.0,--5.0
5.0,68.0,69.0,1291.0,62.0,1288.0,723.0,8.1,72.1,0.7798,4,8,3,0,9.0,--5.0,--2.0
6.0,59.0,74.0,1169.0,64.0,1384.0,797.0,8.1,70.4,0.7609,4,8,3,0,--167.0,--87.0,--16.0
7.0,226.0,161.0,820.0,80.0,1723.0,1138.0,8.1,70.5,0.7627,4,8,3,0,--576.0,--147.0,--38.0
8.0,802.0,308.0,596.0,118.0,2189.0,1605.0,9.9,64.3,0.7859,4,8,3,0,217.0,8.0,--12.0
9.0,585.0,300.0,676.0,130.0,1885.0,1569.0,13.0,54.2,0.809,4,8,3,0,261.0,111.0,17.0
10.0,324.0,189.0,813.0,113.0,1620.0,1319.0,16.5,42.6,0.7912,4,8,3,0,16.0,25.0,1.0
11.0,308.0,164.0,818.0,112.0,1678.0,1198.0,19.3,34.2,0.7566,4,8,3,0,70.0,42.0,16.0
12.0,238.0,122.0,865.0,96.0,1541.0,958.0,21.5,27.4,0.6941,4,8,3,0,--63.0,--44.0,--29.0
13.0,301.0,166.0,816.0,125.0,1609.0,1068.0,20.4,26.7,0.6323,4,8,3,0,7.0,--15.0,--3.0
14.0,294.0,181.0,845.0,128.0,1551.0,1010.0,20.6,22.6,0.5432,4,8,3,0,--59.0,54.0,27.0
15.0,353.0,127.0,856.0,101.0,1552.0,928.0,20.6,24.8,0.5931,4,8,3,0,144.0,21.0,6.0
16.0,209.0,106.0,888.0,95.0,1454.0,816.0,21.0,25.4,0.6264,4,8,3,0,--329.0,--86.0,--43.0
17.0,538.0,192.0,723.0,138.0,1798.0,1216.0,21.5,24.5,0.6203,4,8,3,0,--270.0,--49.0,--16.0
18.0,808.0,241.0,646.0,154.0,1972.0,1463.0,19.3,28.6,0.6357,4,8,3,0,--166.0,--85.0,--17.0
19.0,974.0,326.0,579.0,171.0,2167.0,1791.0,18.0,32.9,0.6737,4,8,3,0,430.0,94.0,35.0
20.0,544.0,232.0,746.0,136.0,1699.0,1425.0,15.8,39.8,0.7096,4,8,3,0,406.0,140.0,43.0
21.0,138.0,92.0,968.0,93.0,1410.0,922.0,15.3,41.5,0.7194,4,8,3,0,46.0,--3.0,--6.0
22.0,92.0,95.0,993.0,99.0,1411.0,971.0,14.1,46.0,0.7363,4,8,3,0,--45.0,--34.0,--7.0
23.0,137.0,129.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,4,8,3,0,--52.0,--25.0,--3.0
0.0,189.0,154.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,30.0,36.0,12.0
1.0,159.0,118.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,79.0,49.0,14.0
2.0,80.0,69.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,14.0,0.0,0.0
3.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,--21.0,0.0,0.0
4.0,87.0,97.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,8.0,--48.0,--5.0
5.0,79.0,145.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,--71.0,--24.0,--2.0
6.0,150.0,169.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,--46.0,--81.0,--25.0
7.0,196.0,250.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,--103.0,35.0,--6.0
8.0,299.0,215.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,45.0,--22.0,--5.0
9.0,254.0,237.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,28.0,47.0,3.0
10.0,226.0,190.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,--36.0,--29.0,--2.0
11.0,262.0,219.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,--243.0,--75.0,--6.0
12.0,505.0,294.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,--7.0,41.0,--8.0
13.0,512.0,253.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,353.0,77.0,16.0
14.0,159.0,176.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,--178.0,--67.0,--18.0
15.0,337.0,243.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,--20.0,29.0,--2.0
16.0,357.0,214.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,163.0,73.0,22.0
17.0,194.0,141.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,--84.0,--25.0,--10.0
18.0,278.0,166.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,--25.0,--31.0,--10.0
19.0,303.0,197.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,69.0,6.0,10.0
20.0,234.0,191.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,106.0,32.0,20.0
21.0,128.0,159.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,--32.0,--16.0,5.0
22.0,160.0,175.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,4,9,4,0,--9.0,18.0,7.0
23.0,169.0,157.0,866.0,95.0,1560.0,1151.0,12.0,67.9,0.9523,4,9,4,0,92.0,74.0,16.0
0.0,77.0,83.0,1014.0,79.0,1449.0,975.0,12.0,66.9,0.9336,4,10,5,1,--21.0,--35.0,1.0
1.0,98.0,118.0,929.0,78.0,1533.0,1034.0,11.5,70.1,0.9503,4,10,5,1,--4.0,17.0,3.0
2.0,102.0,101.0,951.0,75.0,1507.0,980.0,11.4,69.8,0.939,4,10,5,1,37.0,0.0,0.0
3.0,65.0,0.0,1142.0,0.0,1390.0,825.0,11.1,69.3,0.9128,4,10,5,1,--4.0,0.0,0.0
4.0,69.0,46.0,1163.0,52.0,1386.0,807.0,10.8,70.3,0.9092,4,10,5,1,--20.0,--35.0,--3.0
5.0,89.0,81.0,1121.0,55.0,1435.0,842.0,10.2,73.4,0.9129,4,10,5,1,--45.0,--31.0,--10.0
6.0,134.0,112.0,988.0,65.0,1500.0,950.0,10.8,70.5,0.9142,4,10,5,1,--23.0,--38.0,--7.0
7.0,157.0,150.0,895.0,72.0,1591.0,1024.0,11.0,71.0,0.9279,4,10,5,1,--10.0,12.0,--4.0
8.0,167.0,138.0,837.0,76.0,1663.0,1098.0,12.4,64.0,0.9206,4,10,5,1,10.0,14.0,--8.0
9.0,157.0,124.0,869.0,84.0,1588.0,1011.0,15.0,53.1,0.8993,4,10,5,1,--15.0,0.0,--6.0
10.0,172.0,124.0,897.0,90.0,1542.0,931.0,16.6,44.4,0.8313,4,10,5,1,58.0,9.0,1.0
11.0,114.0,115.0,971.0,89.0,1481.0,811.0,18.0,38.4,0.7862,4,10,5,1,--52.0,14.0,2.0
12.0,166.0,101.0,973.0,87.0,1457.0,756.0,20.6,30.0,0.7213,4,10,5,1,72.0,11.0,--1.0
13.0,94.0,90.0,1054.0,88.0,1336.0,607.0,19.9,26.7,0.6137,4,10,5,1,--14.0,0.0,7.0
14.0,108.0,90.0,1152.0,81.0,1238.0,498.0,19.8,23.1,0.5283,4,10,5,1,10.0,1.0,--8.0
15.0,98.0,89.0,1055.0,89.0,1318.0,540.0,21.4,22.7,0.5722,4,10,5,1,--34.0,--3.0,--2.0
16.0,132.0,92.0,1084.0,91.0,1296.0,544.0,22.1,21.3,0.5605,4,10,5,1,--12.0,--11.0,--13.0
17.0,144.0,103.0,1027.0,104.0,1357.0,620.0,21.1,24.5,0.604,4,10,5,1,--21.0,--19.0,--7.0
18.0,165.0,122.0,949.0,111.0,1426.0,740.0,18.3,31.6,0.6562,4,10,5,1,--45.0,--37.0,--18.0
19.0,210.0,159.0,871.0,129.0,1534.0,921.0,16.1,35.0,0.6372,4,10,5,1,--67.0,--13.0,--4.0
20.0,277.0,172.0,861.0,133.0,1551.0,1033.0,14.8,41.5,0.6929,4,10,5,1,109.0,47.0,18.0
21.0,168.0,125.0,916.0,115.0,1487.0,984.0,13.2,50.3,0.7577,4,10,5,1,--80.0,--62.0,--10.0
22.0,248.0,187.0,812.0,125.0,1618.0,1193.0,12.3,55.5,0.7916,4,10,5,1,13.0,13.0,8.0
23.0,235.0,174.0,844.0,117.0,1545.0,1219.0,11.8,56.6,0.7833,4,10,5,1,151.0,99.0,33.0
0.0,84.0,75.0,1047.0,84.0,1326.0,913.0,11.2,56.2,0.7469,4,11,6,1,9.0,27.0,21.0
1.0,75.0,48.0,1144.0,63.0,1304.0,750.0,11.0,56.6,0.7418,4,11,6,1,13.0,--13.0,--5.0
2.0,62.0,61.0,1160.0,68.0,1310.0,772.0,9.3,64.3,0.7531,4,11,6,1,--4.0,0.0,0.0
3.0,66.0,0.0,1162.0,0.0,1329.0,712.0,8.8,66.0,0.7501,4,11,6,1,17.0,0.0,0.0
4.0,49.0,38.0,1224.0,52.0,1286.0,712.0,7.8,70.4,0.7463,4,11,6,1,11.0,0.0,3.0
5.0,38.0,38.0,1244.0,49.0,1306.0,727.0,7.7,70.7,0.7463,4,11,6,1,--6.0,--3.0,0.0
6.0,44.0,41.0,1259.0,49.0,1301.0,746.0,7.4,71.0,0.7346,4,11,6,1,--16.0,--10.0,--3.0
7.0,60.0,51.0,1240.0,52.0,1298.0,733.0,8.2,66.6,0.7283,4,11,6,1,--28.0,--10.0,--6.0
8.0,88.0,61.0,1196.0,58.0,1343.0,727.0,8.7,64.3,0.7267,4,11,6,1,18.0,14.0,7.0
9.0,70.0,47.0,1177.0,51.0,1320.0,642.0,13.0,47.9,0.7116,4,11,6,1,--24.0,--40.0,--26.0
10.0,94.0,87.0,1040.0,77.0,1386.0,810.0,17.4,35.4,0.699,4,11,6,1,--32.0,--20.0,--13.0
11.0,126.0,107.0,1014.0,90.0,1412.0,851.0,20.2,29.2,0.683,4,11,6,1,--55.0,--54.0,--28.0
12.0,181.0,161.0,969.0,118.0,1425.0,911.0,22.7,22.9,0.6224,4,11,6,1,115.0,100.0,48.0
13.0,66.0,61.0,1209.0,70.0,1200.0,611.0,22.3,22.4,0.5955,4,11,6,1,12.0,35.0,35.0
14.0,54.0,26.0,1452.0,35.0,1076.0,368.0,22.2,18.9,0.4993,4,11,6,1,6.0,--16.0,--11.0
15.0,48.0,42.0,1409.0,46.0,1108.0,369.0,22.0,19.0,0.4969,4,11,6,1,--18.0,--13.0,--12.0
16.0,66.0,55.0,1348.0,58.0,1150.0,394.0,21.0,23.6,0.5788,4,11,6,1,1.0,--10.0,--3.0
17.0,65.0,65.0,1299.0,61.0,1183.0,415.0,19.6,27.4,0.6162,4,11,6,1,--3.0,--10.0,--19.0
18.0,68.0,75.0,1225.0,80.0,1233.0,469.0,17.9,30.8,0.6258,4,11,6,1,--50.0,--18.0,--13.0
19.0,118.0,93.0,1079.0,93.0,1285.0,607.0,16.4,35.3,0.6532,4,11,6,1,53.0,30.0,15.0
20.0,65.0,63.0,1220.0,78.0,1205.0,498.0,15.6,37.5,0.6575,4,11,6,1,2.0,3.0,2.0
21.0,63.0,60.0,1223.0,76.0,1217.0,481.0,15.5,36.7,0.6438,4,11,6,1,2.0,--3.0,2.0
22.0,61.0,63.0,1272.0,74.0,1186.0,465.0,14.5,39.0,0.6428,4,11,6,1,--2.0,--3.0,--7.0
23.0,63.0,66.0,1256.0,81.0,1187.0,478.0,14.2,38.2,0.6163,4,11,6,1,32.0,25.0,23.0
0.0,31.0,41.0,1474.0,58.0,1094.0,366.0,13.7,38.3,0.5957,4,12,0,0,2.0,--1.0,--1.0
1.0,29.0,42.0,1615.0,59.0,1036.0,332.0,14.1,34.0,0.5442,4,12,0,0,--5.0,6.0,5.0
2.0,34.0,36.0,1448.0,54.0,1111.0,346.0,14.6,34.0,0.5605,4,12,0,0,0.0,0.0,0.0
3.0,34.0,0.0,1452.0,0.0,1066.0,350.0,14.4,32.8,0.5364,4,12,0,0,25.0,0.0,0.0
4.0,9.0,16.0,1822.0,25.0,955.0,274.0,13.9,30.9,0.4868,4,12,0,0,--5.0,0.0,--1.0
5.0,14.0,16.0,1923.0,26.0,1003.0,263.0,13.5,37.9,0.5852,4,12,0,0,--9.0,--17.0,--23.0
6.0,23.0,33.0,1756.0,49.0,1117.0,314.0,13.9,43.6,0.6871,4,12,0,0,--13.0,--6.0,--4.0
7.0,36.0,39.0,1613.0,53.0,1185.0,367.0,13.5,50.1,0.7706,4,12,0,0,--3.0,--6.0,--4.0
8.0,39.0,45.0,1453.0,57.0,1246.0,432.0,13.3,53.6,0.8169,4,12,0,0,1.0,--18.0,--16.0
9.0,38.0,63.0,1268.0,73.0,1293.0,536.0,13.4,56.0,0.8576,4,12,0,0,--17.0,--8.0,--5.0
10.0,55.0,71.0,1210.0,78.0,1325.0,555.0,13.0,59.6,0.886,4,12,0,0,--20.0,--33.0,--15.0
11.0,75.0,104.0,1105.0,93.0,1384.0,677.0,12.7,62.7,0.9173,4,12,0,0,11.0,19.0,22.0
12.0,64.0,85.0,1201.0,71.0,1305.0,557.0,12.1,60.5,0.8505,4,12,0,0,25.0,32.0,15.0
13.0,39.0,53.0,1415.0,56.0,1229.0,421.0,11.2,64.4,0.8537,4,12,0,0,--3.0,--5.0,--4.0
14.0,42.0,58.0,1415.0,60.0,1257.0,423.0,10.7,67.6,0.8703,4,12,0,0,--36.0,--31.0,--17.0
15.0,78.0,89.0,1189.0,77.0,1325.0,519.0,11.4,61.2,0.8236,4,12,0,0,9.0,--7.0,--5.0
16.0,69.0,96.0,1222.0,82.0,1301.0,533.0,9.9,70.5,0.8581,4,12,0,0,2.0,8.0,5.0
17.0,67.0,88.0,1197.0,77.0,1313.0,537.0,10.3,65.2,0.8151,4,12,0,0,--16.0,--12.0,--14.0
18.0,83.0,100.0,1149.0,91.0,1324.0,612.0,11.0,58.9,0.7714,4,12,0,0,4.0,--27.0,--2.0
19.0,79.0,127.0,1065.0,93.0,1369.0,697.0,10.6,59.5,0.7595,4,12,0,0,11.0,39.0,11.0
20.0,68.0,88.0,1176.0,82.0,1292.0,573.0,10.6,57.7,0.7362,4,12,0,0,12.0,22.0,8.0
21.0,56.0,66.0,1269.0,74.0,1233.0,489.0,10.6,56.1,0.7149,4,12,0,0,7.0,5.0,6.0
22.0,49.0,61.0,1271.0,68.0,1234.0,474.0,10.3,58.0,0.7239,4,12,0,0,--7.0,7.0,3.0
23.0,56.0,54.0,1322.0,65.0,1230.0,455.0,10.4,58.4,0.7352,4,12,0,0,8.0,8.0,7.0
0.0,48.0,46.0,1368.0,58.0,1219.0,433.0,10.7,58.2,0.7459,4,13,1,0,21.0,21.0,22.0
1.0,27.0,25.0,1499.0,36.0,1176.0,376.0,10.5,59.9,0.7624,4,13,1,0,--2.0,7.0,7.0
2.0,29.0,18.0,1581.0,29.0,1182.0,360.0,10.5,60.8,0.7704,4,13,1,0,--3.0,0.0,0.0
3.0,32.0,0.0,1482.0,0.0,1215.0,384.0,10.6,63.1,0.8068,4,13,1,0,--15.0,0.0,0.0
4.0,47.0,21.0,1565.0,28.0,1171.0,363.0,11.1,60.1,0.7925,4,13,1,0,--19.0,--55.0,--40.0
5.0,66.0,76.0,1251.0,68.0,1356.0,525.0,10.1,68.4,0.8443,4,13,1,0,--97.0,--73.0,--31.0
6.0,163.0,149.0,960.0,99.0,1531.0,873.0,10.0,68.7,0.8456,4,13,1,0,--361.0,--179.0,--31.0
7.0,524.0,328.0,667.0,130.0,2011.0,1399.0,11.0,64.2,0.8398,4,13,1,0,--133.0,46.0,2.0
8.0,657.0,282.0,620.0,128.0,2057.0,1501.0,12.0,58.1,0.8138,4,13,1,0,333.0,76.0,8.0
9.0,324.0,206.0,797.0,120.0,1641.0,1186.0,12.8,52.0,0.7643,4,13,1,0,180.0,73.0,27.0
10.0,144.0,133.0,956.0,93.0,1426.0,911.0,12.6,50.8,0.7387,4,13,1,0,9.0,--4.0,--3.0
11.0,135.0,137.0,934.0,96.0,1471.0,919.0,13.8,47.4,0.7435,4,13,1,0,--5.0,21.0,12.0
12.0,140.0,116.0,972.0,84.0,1429.0,791.0,15.1,42.7,0.7294,4,13,1,0,--1.0,4.0,--3.0
13.0,141.0,112.0,994.0,87.0,1439.0,751.0,16.3,38.1,0.7006,4,13,1,0,--40.0,--16.0,0.0
14.0,181.0,128.0,935.0,87.0,1537.0,805.0,16.6,36.7,0.6867,4,13,1,0,--46.0,--17.0,--16.0
15.0,227.0,145.0,877.0,103.0,1527.0,966.0,15.8,40.5,0.7241,4,13,1,0,78.0,35.0,15.0
16.0,149.0,110.0,920.0,88.0,1462.0,869.0,16.3,41.8,0.7712,4,13,1,0,--276.0,--74.0,--30.0
17.0,425.0,184.0,755.0,118.0,1791.0,1196.0,16.1,42.8,0.7783,4,13,1,0,--244.0,--59.0,--16.0
18.0,669.0,243.0,630.0,134.0,2004.0,1523.0,15.3,46.8,0.8074,4,13,1,0,--11.0,--16.0,--10.0
19.0,680.0,259.0,631.0,144.0,1995.0,1579.0,14.7,47.0,0.7815,4,13,1,0,234.0,54.0,15.0
20.0,446.0,205.0,726.0,129.0,1747.0,1370.0,14.1,49.6,0.7931,4,13,1,0,241.0,61.0,21.0
21.0,205.0,144.0,845.0,108.0,1577.0,1204.0,13.5,54.1,0.8351,4,13,1,0,11.0,--8.0,4.0
22.0,194.0,152.0,843.0,104.0,1586.0,1201.0,12.3,59.2,0.8461,4,13,1,0,79.0,44.0,14.0
23.0,115.0,108.0,925.0,90.0,1463.0,1122.0,11.6,62.2,0.851,4,13,1,0,41.0,44.0,16.0
0.0,74.0,64.0,1032.0,74.0,1379.0,1003.0,11.5,61.4,0.8303,4,14,2,0,--11.0,--9.0,1.0
1.0,85.0,73.0,1086.0,73.0,1364.0,918.0,10.9,64.6,0.8395,4,14,2,0,19.0,26.0,13.0
2.0,66.0,47.0,1207.0,60.0,1307.0,836.0,11.1,63.2,0.8331,4,14,2,0,6.0,0.0,0.0
3.0,60.0,0.0,1325.0,0.0,1285.0,759.0,10.7,64.4,0.8284,4,14,2,0,20.0,0.0,0.0
4.0,40.0,45.0,1349.0,57.0,1275.0,755.0,10.7,63.8,0.8174,4,14,2,0,--7.0,--34.0,--5.0
5.0,47.0,79.0,1191.0,62.0,1346.0,820.0,10.2,65.8,0.8196,4,14,2,0,--69.0,--34.0,--9.0
6.0,116.0,113.0,947.0,71.0,1535.0,998.0,10.3,65.6,0.8225,4,14,2,0,--362.0,--150.0,--23.0
7.0,478.0,263.0,669.0,94.0,1921.0,1403.0,10.8,64.0,0.8307,4,14,2,0,--358.0,--12.0,--5.0
8.0,836.0,275.0,569.0,99.0,2278.0,1641.0,13.3,55.6,0.8453,4,14,2,0,181.0,12.0,--20.0
9.0,655.0,263.0,659.0,119.0,1906.0,1534.0,15.8,46.8,0.8328,4,14,2,0,343.0,80.0,16.0
10.0,312.0,183.0,780.0,103.0,1662.0,1257.0,19.5,34.4,0.7738,4,14,2,0,117.0,36.0,8.0
11.0,195.0,147.0,882.0,95.0,1518.0,1026.0,21.1,30.2,0.745,4,14,2,0,--43.0,15.0,0.0
12.0,238.0,132.0,859.0,95.0,1571.0,993.0,18.4,34.2,0.7185,4,14,2,0,0.0,0.0,0.0
13.0,0.0,0.0,877.0,0.0,1519.0,919.0,21.0,30.6,0.7538,4,14,2,0,0.0,0.0,0.0
14.0,0.0,0.0,788.0,0.0,1653.0,1032.0,21.4,28.7,0.7231,4,14,2,0,0.0,0.0,0.0
15.0,0.0,0.0,790.0,0.0,1653.0,1077.0,21.3,27.3,0.6856,4,14,2,0,0.0,0.0,0.0
16.0,0.0,0.0,895.0,0.0,1497.0,883.0,20.4,30.4,0.7193,4,14,2,0,0.0,0.0,0.0
17.0,0.0,0.0,826.0,0.0,1595.0,1036.0,18.7,34.8,0.7436,4,14,2,0,0.0,0.0,0.0
18.0,0.0,0.0,799.0,0.0,1609.0,1144.0,18.6,34.7,0.7369,4,14,2,0,0.0,0.0,0.0
19.0,0.0,0.0,789.0,0.0,1638.0,1212.0,17.9,35.8,0.7276,4,14,2,0,0.0,0.0,0.0
20.0,0.0,0.0,675.0,0.0,1858.0,1486.0,16.5,42.1,0.7856,4,14,2,0,0.0,0.0,0.0
21.0,0.0,0.0,730.0,0.0,1689.0,1440.0,14.8,49.7,0.8321,4,14,2,0,0.0,0.0,0.0
22.0,0.0,0.0,870.0,0.0,1494.0,1242.0,13.4,54.3,0.8291,4,14,2,0,0.0,0.0,0.0
23.0,0.0,0.0,964.0,0.0,1418.0,1089.0,13.4,54.2,0.8319,4,14,2,0,0.0,0.0,0.0
0.0,0.0,0.0,1034.0,0.0,1364.0,993.0,12.3,57.6,0.8223,4,15,3,0,0.0,0.0,0.0
1.0,0.0,0.0,1163.0,0.0,1297.0,862.0,11.6,58.8,0.7996,4,15,3,0,0.0,0.0,0.0
2.0,0.0,0.0,1243.0,0.0,1259.0,815.0,10.7,62.3,0.7988,4,15,3,0,0.0,0.0,0.0
3.0,0.0,0.0,1331.0,0.0,1241.0,714.0,10.2,63.2,0.7865,4,15,3,0,0.0,0.0,0.0
4.0,0.0,0.0,1416.0,0.0,1216.0,682.0,10.5,61.3,0.7761,4,15,3,0,0.0,0.0,0.0
5.0,0.0,0.0,1255.0,0.0,1298.0,744.0,9.3,65.8,0.7722,4,15,3,0,0.0,0.0,0.0
6.0,0.0,0.0,906.0,0.0,1510.0,1050.0,9.1,67.4,0.7814,4,15,3,0,0.0,0.0,0.0
7.0,0.0,0.0,625.0,0.0,2001.0,1522.0,10.2,62.9,0.7831,4,15,3,0,0.0,0.0,0.0
8.0,0.0,0.0,609.0,0.0,2034.0,1623.0,11.6,58.7,0.7999,4,15,3,0,0.0,0.0,0.0
